timestamp_ms,sensor,value
0,temp,21.93
0,light,77
100,temp,22.17
100,light,60
200,temp,22.11
200,light,89
300,temp,21.96
300,light,79
400,temp,22.39
400,light,77
500,temp,22
500,light,83
600,temp,22.25
600,light,81
700,temp,21.97
700,light,84
800,temp,22.26
800,light,103
900,temp,22.1
900,light,80
1000,temp,21.88
1000,light,73
1100,temp,22.05
1100,light,79
1200,temp,21.95
1200,light,69
1300,temp,21.91
1300,light,83
1400,temp,22.16
1400,light,81
1500,temp,22.17
1500,light,80
1600,temp,22.16
1600,light,86
1700,temp,22.25
1700,light,85
1800,temp,22.18
1800,light,94
1900,temp,21.86
1900,light,82
2000,temp,22.36
2000,light,78
2100,temp,21.91
2100,light,98
2200,temp,22.13
2200,light,83
2300,temp,22.11
2300,light,91
2400,temp,21.81
2400,light,83
2500,temp,22.14
2500,light,91
2600,temp,21.97
2600,light,88
2700,temp,22.18
2700,light,80
2800,temp,21.83
2800,light,97
2900,temp,21.84
2900,light,85
3000,temp,22.14
3000,light,98
3100,temp,22.31
3100,light,95
3200,temp,22.29
3200,light,78
3300,temp,22.07
3300,light,83
3400,temp,22.31
3400,light,99
3500,temp,22.12
3500,light,93
3600,temp,22.32
3600,light,82
3700,temp,22.01
3700,light,84
3800,temp,22.34
3800,light,86
3900,temp,22.19
3900,light,92
4000,temp,22.17
4000,light,82
4100,temp,22.11
4100,light,74
4200,temp,22.22
4200,light,97
4300,temp,22.21
4300,light,101
4400,temp,22.11
4400,light,97
4500,temp,22.29
4500,light,94
4600,temp,22.41
4600,light,99
4700,temp,22.02
4700,light,89
4800,temp,22.36
4800,light,80
4900,temp,22.15
4900,light,81
5000,temp,21.98
5000,light,83
5100,temp,22.36
5100,light,86
5200,temp,22.3
5200,light,91
5300,temp,22.45
5300,light,82
5400,temp,21.96
5400,light,87
5500,temp,22.39
5500,light,96
5600,temp,22.31
5600,light,90
5700,temp,22.02
5700,light,85
5800,temp,22.3
5800,light,103
5900,temp,22.17
5900,light,96
6000,temp,22.17
6000,light,85
6100,temp,22.01
6100,light,99
6200,temp,22.22
6200,light,93
6300,temp,22.08
6300,light,86
6400,temp,22.41
6400,light,96
6500,temp,22.02
6500,light,97
6600,temp,22.09
6600,light,99
6700,temp,22.28
6700,light,80
6800,temp,22.25
6800,light,97
6900,temp,22.39
6900,light,83
7000,temp,22.52
7000,light,102
7100,temp,22.74
7100,light,84
7200,temp,22.35
7200,light,93
7300,temp,22.35
7300,light,100
7400,temp,22.33
7400,light,103
7500,temp,22.25
7500,light,95
7600,temp,22.44
7600,light,102
7700,temp,22.36
7700,light,98
7800,temp,22.44
7800,light,105
7900,temp,22.68
7900,light,83
8000,temp,22.3
8000,light,94
8100,temp,22.5
8100,light,87
8200,temp,22.43
8200,light,99
8300,temp,22.35
8300,light,116
8400,temp,22.17
8400,light,94
