timestamp_ms,sensor,value
0,temp,21.82
0,light,154
0,sound,44
100,temp,21.81
100,light,153
100,sound,43
200,temp,21.77
200,light,155
200,sound,48
300,temp,21.69
300,light,153
300,sound,46
400,temp,21.7
400,light,157
400,sound,43
500,temp,21.76
500,light,155
500,sound,45
600,temp,21.83
600,light,154
600,sound,42
700,temp,21.75
700,light,148
700,sound,43
800,temp,21.76
800,light,152
800,sound,43
900,temp,21.73
900,light,153
900,sound,42
1000,temp,21.81
1000,light,152
1000,sound,42
1100,temp,21.75
1100,light,155
1100,sound,42
1200,temp,21.84
1200,light,145
1200,sound,43
1300,temp,21.79
1300,light,152
1300,sound,45
1400,temp,21.66
1400,light,151
1400,sound,44
1500,temp,21.85
1500,light,157
1500,sound,43
1600,temp,21.86
1600,light,152
1600,sound,44
1700,temp,21.79
1700,light,151
1700,sound,43
1800,temp,21.87
1800,light,147
1800,sound,43
1900,temp,21.78
1900,light,151
1900,sound,43
2000,temp,21.74
2000,light,154
2000,sound,43
2100,temp,21.75
2100,light,158
2100,sound,41
2200,temp,21.98
2200,light,153
2200,sound,44
2300,temp,21.72
2300,light,152
2300,sound,43
2400,temp,21.81
2400,light,155
2400,sound,42
2500,temp,21.77
2500,light,158
2500,sound,42
2600,temp,21.76
2600,light,156
2600,sound,45
2700,temp,21.85
2700,light,154
2700,sound,42
2800,temp,21.81
2800,light,148
2800,sound,42
2900,temp,21.83
2900,light,154
2900,sound,45
3000,temp,21.83
3000,light,156
3000,sound,43
3100,temp,21.93
3100,light,150
3100,sound,42
3200,temp,21.8
3200,light,152
3200,sound,45
3300,temp,21.81
3300,light,154
3300,sound,42
3400,temp,21.89
3400,light,150
3400,sound,41
3500,temp,21.76
3500,light,155
3500,sound,43
3600,temp,21.67
3600,light,154
3600,sound,42
3700,temp,21.87
3700,light,154
3700,sound,43
3800,temp,21.74
3800,light,159
3800,sound,42
3900,temp,21.65
3900,light,149
3900,sound,42
4000,temp,21.82
4000,light,148
4000,sound,41
4100,temp,21.82
4100,light,153
4100,sound,41
4200,temp,21.63
4200,light,152
4200,sound,45
4300,temp,21.93
4300,light,151
4300,sound,42
4400,temp,21.83
4400,light,148
4400,sound,42
4500,temp,21.85
4500,light,156
4500,sound,43
4600,temp,21.75
4600,light,155
4600,sound,41
4700,temp,21.74
4700,light,154
4700,sound,42
4800,temp,21.81
4800,light,153
4800,sound,43
4900,temp,21.78
4900,light,150
4900,sound,44
5000,temp,21.85
5000,light,151
5000,sound,42
5100,temp,21.86
5100,light,155
5100,sound,43
5200,temp,21.87
5200,light,153
5200,sound,41
5300,temp,21.85
5300,light,157
5300,sound,43
5400,temp,21.85
5400,light,153
5400,sound,44
5500,temp,21.84
5500,light,155
5500,sound,42
5600,temp,21.8
5600,light,148
5600,sound,42
5700,temp,21.75
5700,light,157
5700,sound,42
5800,temp,21.75
5800,light,152
5800,sound,45
5900,temp,21.88
5900,light,149
5900,sound,42
6000,temp,21.98
6000,light,156
6000,sound,43
6100,temp,22
6100,light,157
6100,sound,42
6200,temp,21.8
6200,light,152
6200,sound,42
6300,temp,21.79
6300,light,157
6300,sound,43
6400,temp,21.78
6400,light,153
6400,sound,42
6500,temp,21.81
6500,light,154
6500,sound,41
6600,temp,21.92
6600,light,158
6600,sound,43
6700,temp,21.81
6700,light,156
6700,sound,42
6800,temp,21.84
6800,light,157
6800,sound,43
6900,temp,21.86
6900,light,153
6900,sound,44
7000,temp,21.83
7000,light,156
7000,sound,44
7100,temp,21.86
7100,light,155
7100,sound,42
7200,temp,21.83
7200,light,154
7200,sound,41
7300,temp,21.84
7300,light,153
7300,sound,43
7400,temp,21.82
7400,light,151
7400,sound,43
7500,temp,21.9
7500,light,151
7500,sound,42
7600,temp,21.83
7600,light,152
7600,sound,45
7700,temp,21.72
7700,light,152
7700,sound,42
7800,temp,21.75
7800,light,154
7800,sound,42
7900,temp,21.86
7900,light,156
7900,sound,46
8000,temp,21.82
8000,light,157
8000,sound,42
8100,temp,21.63
8100,light,155
8100,sound,46
8200,temp,21.71
8200,light,157
8200,sound,42
8300,temp,21.64
8300,light,155
8300,sound,48
8400,temp,21.8
8400,light,152
8400,sound,42
8500,temp,21.76
8500,light,154
8500,sound,42
8600,temp,21.84
8600,light,153
8600,sound,41
8700,temp,21.68
8700,light,148
8700,sound,42
8800,temp,21.7
8800,light,155
8800,sound,47
8900,temp,21.77
8900,light,151
8900,sound,42
9000,temp,21.84
9000,light,152
9000,sound,42
9100,temp,21.74
9100,light,153
9100,sound,42
9200,temp,21.87
9200,light,151
9200,sound,46
9300,temp,21.67
9300,light,155
9300,sound,42
9400,temp,21.82
9400,light,154
9400,sound,42
9500,temp,21.72
9500,light,156
9500,sound,43
9600,temp,21.77
9600,light,156
9600,sound,42
9700,temp,21.84
9700,light,154
9700,sound,42
9800,temp,21.68
9800,light,156
9800,sound,45
9900,temp,21.86
9900,light,154
9900,sound,43
10000,temp,21.8
10000,light,153
10000,sound,41
10100,temp,21.84
10100,light,151
10100,sound,45
10200,temp,21.78
10200,light,152
10200,sound,41
10300,temp,21.84
10300,light,153
10300,sound,42
10400,temp,21.77
10400,light,153
10400,sound,41
10500,temp,21.74
10500,light,152
10500,sound,43
10600,temp,21.92
10600,light,148
10600,sound,43
10700,temp,21.81
10700,light,148
10700,sound,41
10800,temp,21.84
10800,light,154
10800,sound,43
10900,temp,21.69
10900,light,150
10900,sound,41
11000,temp,21.83
11000,light,147
11000,sound,41
11100,temp,21.87
11100,light,151
11100,sound,45
11200,temp,21.7
11200,light,151
11200,sound,41
11300,temp,21.7
11300,light,150
11300,sound,43
11400,temp,21.89
11400,light,149
11400,sound,42
11500,temp,21.87
11500,light,151
11500,sound,43
11600,temp,21.74
11600,light,148
11600,sound,42
11700,temp,21.85
11700,light,151
11700,sound,43
11800,temp,21.86
11800,light,151
11800,sound,42
11900,temp,21.83
11900,light,152
11900,sound,42
12000,temp,21.83
12000,light,146
12000,sound,42
12100,temp,21.78
12100,light,153
12100,sound,42
12200,temp,21.82
12200,light,150
12200,sound,44
12300,temp,21.75
12300,light,156
12300,sound,42
12400,temp,21.76
12400,light,153
12400,sound,42
12500,temp,21.87
12500,light,150
12500,sound,42
12600,temp,21.92
12600,light,154
12600,sound,43
12700,temp,21.91
12700,light,149
12700,sound,43
12800,temp,21.85
12800,light,155
12800,sound,44
12900,temp,21.66
12900,light,150
12900,sound,42
13000,temp,21.83
13000,light,150
13000,sound,42
13100,temp,21.81
13100,light,156
13100,sound,43
13200,temp,21.8
13200,light,152
13200,sound,42
13300,temp,22
13300,light,153
13300,sound,41
13400,temp,21.64
13400,light,158
13400,sound,43
13500,temp,21.85
13500,light,154
13500,sound,42
13600,temp,21.89
13600,light,156
13600,sound,42
13700,temp,21.97
13700,light,153
13700,sound,43
13800,temp,21.9
13800,light,158
13800,sound,42
13900,temp,21.67
13900,light,156
13900,sound,43
14000,temp,21.73
14000,light,154
14000,sound,44
14100,temp,21.79
14100,light,161
14100,sound,43
14200,temp,21.69
14200,light,152
14200,sound,42
14300,temp,21.97
14300,light,151
14300,sound,44
14400,temp,21.85
14400,light,157
14400,sound,43
14500,temp,21.88
14500,light,155
14500,sound,41
14600,temp,21.75
14600,light,147
14600,sound,42
14700,temp,21.71
14700,light,157
14700,sound,44
14800,temp,21.92
14800,light,157
14800,sound,42
14900,temp,21.84
14900,light,160
14900,sound,41
15000,temp,21.81
15000,light,152
15000,sound,42
15100,temp,21.88
15100,light,155
15100,sound,43
15200,temp,21.87
15200,light,156
15200,sound,43
15300,temp,21.71
15300,light,156
15300,sound,44
15400,temp,21.85
15400,light,153
15400,sound,41
15500,temp,21.76
15500,light,150
15500,sound,45
15600,temp,21.94
15600,light,152
15600,sound,42
15700,temp,21.85
15700,light,157
15700,sound,43
15800,temp,21.84
15800,light,151
15800,sound,41
15900,temp,21.73
15900,light,153
15900,sound,43
16000,temp,21.81
16000,light,154
16000,sound,45
16100,temp,21.82
16100,light,153
16100,sound,42
16200,temp,21.68
16200,light,150
16200,sound,42
16300,temp,21.78
16300,light,156
16300,sound,42
16400,temp,21.79
16400,light,148
16400,sound,41
16500,temp,21.85
16500,light,154
16500,sound,41
16600,temp,21.87
16600,light,154
16600,sound,41
16700,temp,21.82
16700,light,152
16700,sound,43
16800,temp,21.91
16800,light,151
16800,sound,45
16900,temp,21.76
16900,light,160
16900,sound,44
17000,temp,21.73
17000,light,149
17000,sound,46
17100,temp,21.69
17100,light,158
17100,sound,42
17200,temp,21.82
17200,light,146
17200,sound,44
17300,temp,21.85
17300,light,155
17300,sound,41
17400,temp,21.93
17400,light,154
17400,sound,46
17500,temp,21.78
17500,light,152
17500,sound,45
17600,temp,21.88
17600,light,154
17600,sound,42
17700,temp,21.73
17700,light,153
17700,sound,42
17800,temp,21.82
17800,light,150
17800,sound,42
17900,temp,21.72
17900,light,155
17900,sound,44
18000,temp,21.84
18000,light,155
18000,sound,41
18100,temp,21.89
18100,light,154
18100,sound,43
18200,temp,21.86
18200,light,147
18200,sound,41
18300,temp,21.84
18300,light,151
18300,sound,44
18400,temp,21.86
18400,light,157
18400,sound,43
18500,temp,21.79
18500,light,153
18500,sound,42
18600,temp,21.78
18600,light,150
18600,sound,42
18700,temp,21.79
18700,light,154
18700,sound,43
18800,temp,21.75
18800,light,157
18800,sound,43
18900,temp,21.77
18900,light,153
18900,sound,44
19000,temp,21.79
19000,light,150
19000,sound,44
19100,temp,21.88
19100,light,159
19100,sound,43
19200,temp,21.86
19200,light,150
19200,sound,42
19300,temp,21.84
19300,light,151
19300,sound,48
19400,temp,21.86
19400,light,153
19400,sound,44
19500,temp,21.75
19500,light,150
19500,sound,43
19600,temp,21.87
19600,light,150
19600,sound,46
19700,temp,21.91
19700,light,158
19700,sound,45
19800,temp,21.72
19800,light,153
19800,sound,43
19900,temp,21.77
19900,light,153
19900,sound,41
20000,temp,21.86
20000,light,153
20000,sound,42
20100,temp,21.84
20100,light,153
20100,sound,45
20200,temp,21.84
20200,light,153
20200,sound,41
20300,temp,21.83
20300,light,152
20300,sound,44
20400,temp,21.81
20400,light,153
20400,sound,41
20500,temp,21.78
20500,light,149
20500,sound,46
20600,temp,21.85
20600,light,157
20600,sound,43
20700,temp,21.78
20700,light,150
20700,sound,43
20800,temp,21.92
20800,light,154
20800,sound,42
20900,temp,21.78
20900,light,153
20900,sound,42
21000,temp,21.81
21000,light,151
21000,sound,42
21100,temp,21.82
21100,light,156
21100,sound,45
21200,temp,21.83
21200,light,152
21200,sound,41
21300,temp,21.96
21300,light,155
21300,sound,42
21400,temp,21.87
21400,light,152
21400,sound,41
21500,temp,21.64
21500,light,152
21500,sound,42
21600,temp,21.74
21600,light,160
21600,sound,42
21700,temp,21.77
21700,light,149
21700,sound,42
21800,temp,21.63
21800,light,154
21800,sound,42
21900,temp,21.75
21900,light,153
21900,sound,42
22000,temp,21.85
22000,light,153
22000,sound,42
22100,temp,21.82
22100,light,155
22100,sound,42
22200,temp,21.79
22200,light,152
22200,sound,42
22300,temp,21.81
22300,light,149
22300,sound,42
22400,temp,21.84
22400,light,154
22400,sound,46
22500,temp,21.7
22500,light,157
22500,sound,41
22600,temp,21.81
22600,light,150
22600,sound,42
22700,temp,21.85
22700,light,150
22700,sound,43
22800,temp,21.9
22800,light,154
22800,sound,42
22900,temp,21.85
22900,light,156
22900,sound,43
23000,temp,21.81
23000,light,151
23000,sound,42
23100,temp,21.77
23100,light,152
23100,sound,42
23200,temp,21.76
23200,light,150
23200,sound,42
23300,temp,21.77
23300,light,153
23300,sound,43
23400,temp,21.71
23400,light,153
23400,sound,43
23500,temp,21.75
23500,light,151
23500,sound,41
23600,temp,21.9
23600,light,153
23600,sound,42
23700,temp,21.79
23700,light,149
23700,sound,45
23800,temp,21.91
23800,light,154
23800,sound,42
23900,temp,21.98
23900,light,152
23900,sound,41
24000,temp,21.97
24000,light,157
24000,sound,42
24100,temp,21.82
24100,light,150
24100,sound,42
24200,temp,21.85
24200,light,152
24200,sound,42
24300,temp,21.84
24300,light,153
24300,sound,42
24400,temp,21.84
24400,light,153
24400,sound,43
24500,temp,21.85
24500,light,152
24500,sound,43
24600,temp,21.76
24600,light,149
24600,sound,43
24700,temp,21.73
24700,light,153
24700,sound,44
24800,temp,21.86
24800,light,152
24800,sound,44
24900,temp,21.77
24900,light,154
24900,sound,42
25000,temp,21.83
25000,light,156
25000,sound,43
25100,temp,21.83
25100,light,150
25100,sound,43
25200,temp,21.75
25200,light,155
25200,sound,43
25300,temp,21.86
25300,light,157
25300,sound,41
25400,temp,21.76
25400,light,151
25400,sound,43
25500,temp,21.87
25500,light,153
25500,sound,45
25600,temp,21.89
25600,light,154
25600,sound,42
25700,temp,21.76
25700,light,154
25700,sound,41
25800,temp,21.9
25800,light,159
25800,sound,41
25900,temp,21.88
25900,light,151
25900,sound,43
26000,temp,21.95
26000,light,154
26000,sound,43
26100,temp,21.92
26100,light,154
26100,sound,44
26200,temp,21.99
26200,light,157
26200,sound,42
26300,temp,21.88
26300,light,152
26300,sound,43
26400,temp,21.82
26400,light,151
26400,sound,44
26500,temp,21.87
26500,light,153
26500,sound,43
26600,temp,21.79
26600,light,155
26600,sound,42
26700,temp,21.98
26700,light,152
26700,sound,42
26800,temp,21.76
26800,light,155
26800,sound,42
26900,temp,21.74
26900,light,153
26900,sound,44
27000,temp,21.84
27000,light,153
27000,sound,42
27100,temp,21.79
27100,light,150
27100,sound,44
27200,temp,21.8
27200,light,154
27200,sound,42
27300,temp,21.75
27300,light,154
27300,sound,43
27400,temp,21.83
27400,light,152
27400,sound,42
27500,temp,21.68
27500,light,147
27500,sound,45
27600,temp,21.84
27600,light,155
27600,sound,42
27700,temp,21.77
27700,light,157
27700,sound,42
27800,temp,21.96
27800,light,149
27800,sound,43
27900,temp,21.71
27900,light,149
27900,sound,41
28000,temp,21.89
28000,light,149
28000,sound,43
28100,temp,21.91
28100,light,154
28100,sound,42
28200,temp,21.87
28200,light,153
28200,sound,41
28300,temp,21.72
28300,light,153
28300,sound,41
28400,temp,21.97
28400,light,154
28400,sound,42
28500,temp,21.93
28500,light,157
28500,sound,42
28600,temp,21.74
28600,light,156
28600,sound,41
28700,temp,21.88
28700,light,156
28700,sound,42
28800,temp,21.81
28800,light,149
28800,sound,46
28900,temp,21.77
28900,light,152
28900,sound,42
29000,temp,21.84
29000,light,151
29000,sound,44
29100,temp,21.81
29100,light,157
29100,sound,44
29200,temp,21.64
29200,light,149
29200,sound,42
29300,temp,21.75
29300,light,154
29300,sound,42
29400,temp,21.85
29400,light,154
29400,sound,42
29500,temp,21.9
29500,light,149
29500,sound,43
29600,temp,21.78
29600,light,147
29600,sound,41
29700,temp,21.85
29700,light,151
29700,sound,43
29800,temp,21.74
29800,light,155
29800,sound,45
29900,temp,21.93
29900,light,154
29900,sound,44
30000,temp,21.7
30000,light,153
30000,sound,41
30100,temp,21.8
30100,light,153
30100,sound,43
30200,temp,21.71
30200,light,147
30200,sound,46
30300,temp,21.56
30300,light,151
30300,sound,43
30400,temp,21.66
30400,light,152
30400,sound,44
30500,temp,21.8
30500,light,151
30500,sound,44
30600,temp,21.8
30600,light,153
30600,sound,43
30700,temp,21.69
30700,light,154
30700,sound,42
30800,temp,21.84
30800,light,154
30800,sound,41
30900,temp,21.68
30900,light,155
30900,sound,44
31000,temp,21.83
31000,light,150
31000,sound,45
31100,temp,21.9
31100,light,155
31100,sound,45
31200,temp,21.69
31200,light,154
31200,sound,42
31300,temp,21.91
31300,light,149
31300,sound,42
31400,temp,21.85
31400,light,155
31400,sound,43
31500,temp,21.78
31500,light,151
31500,sound,42
31600,temp,21.83
31600,light,154
31600,sound,43
31700,temp,21.76
31700,light,155
31700,sound,44
31800,temp,21.84
31800,light,154
31800,sound,44
31900,temp,21.9
31900,light,151
31900,sound,42
32000,temp,21.9
32000,light,156
32000,sound,42
32100,temp,21.8
32100,light,148
32100,sound,42
32200,temp,21.77
32200,light,155
32200,sound,41
32300,temp,21.9
32300,light,151
32300,sound,41
32400,temp,21.8
32400,light,154
32400,sound,44
32500,temp,21.8
32500,light,144
32500,sound,42
32600,temp,21.9
32600,light,152
32600,sound,42
32700,temp,21.69
32700,light,154
32700,sound,42
32800,temp,21.92
32800,light,156
32800,sound,45
32900,temp,21.94
32900,light,155
32900,sound,42
33000,temp,21.81
33000,light,156
33000,sound,42
33100,temp,21.82
33100,light,154
33100,sound,43
33200,temp,21.72
33200,light,156
33200,sound,43
33300,temp,21.95
33300,light,155
33300,sound,44
33400,temp,21.87
33400,light,152
33400,sound,42
33500,temp,21.78
33500,light,151
33500,sound,42
33600,temp,21.87
33600,light,155
33600,sound,41
33700,temp,21.72
33700,light,154
33700,sound,43
33800,temp,21.71
33800,light,146
33800,sound,42
33900,temp,21.79
33900,light,151
33900,sound,43
34000,temp,21.71
34000,light,149
34000,sound,44
34100,temp,21.84
34100,light,151
34100,sound,41
34200,temp,21.64
34200,light,157
34200,sound,42
34300,temp,21.81
34300,light,151
34300,sound,43
34400,temp,21.76
34400,light,151
34400,sound,43
34500,temp,21.83
34500,light,157
34500,sound,43
34600,temp,21.94
34600,light,161
34600,sound,42
34700,temp,21.64
34700,light,149
34700,sound,43
34800,temp,21.9
34800,light,151
34800,sound,43
34900,temp,21.66
34900,light,152
34900,sound,42
35000,temp,21.74
35000,light,154
35000,sound,42
35100,temp,21.87
35100,light,150
35100,sound,42
35200,temp,21.92
35200,light,155
35200,sound,43
35300,temp,22.02
35300,light,151
35300,sound,44
35400,temp,21.88
35400,light,153
35400,sound,44
35500,temp,21.83
35500,light,159
35500,sound,43
35600,temp,21.73
35600,light,150
35600,sound,43
35700,temp,21.76
35700,light,156
35700,sound,42
35800,temp,21.77
35800,light,154
35800,sound,42
35900,temp,21.93
35900,light,155
35900,sound,43
36000,temp,21.89
36000,light,156
36000,sound,41
36100,temp,21.76
36100,light,154
36100,sound,42
36200,temp,21.98
36200,light,145
36200,sound,42
36300,temp,21.87
36300,light,154
36300,sound,41
36400,temp,21.96
36400,light,155
36400,sound,45
36500,temp,21.84
36500,light,153
36500,sound,45
36600,temp,21.84
36600,light,150
36600,sound,43
36700,temp,21.79
36700,light,154
36700,sound,42
36800,temp,21.62
36800,light,154
36800,sound,41
36900,temp,21.9
36900,light,151
36900,sound,42
37000,temp,21.95
37000,light,153
37000,sound,43
37100,temp,21.73
37100,light,150
37100,sound,44
37200,temp,21.72
37200,light,160
37200,sound,42
37300,temp,21.88
37300,light,155
37300,sound,43
37400,temp,21.86
37400,light,150
37400,sound,44
37500,temp,21.97
37500,light,155
37500,sound,44
37600,temp,21.79
37600,light,151
37600,sound,42
37700,temp,21.82
37700,light,148
37700,sound,42
37800,temp,21.78
37800,light,152
37800,sound,41
37900,temp,21.83
37900,light,151
37900,sound,44
38000,temp,21.73
38000,light,153
38000,sound,43
38100,temp,21.83
38100,light,151
38100,sound,44
38200,temp,21.83
38200,light,152
38200,sound,44
38300,temp,21.73
38300,light,154
38300,sound,45
38400,temp,21.82
38400,light,153
38400,sound,42
38500,temp,21.9
38500,light,157
38500,sound,42
38600,temp,21.81
38600,light,160
38600,sound,41
38700,temp,21.81
38700,light,155
38700,sound,41
38800,temp,21.77
38800,light,152
38800,sound,41
38900,temp,21.76
38900,light,155
38900,sound,42
39000,temp,21.72
39000,light,153
39000,sound,42
39100,temp,21.78
39100,light,159
39100,sound,43
39200,temp,21.78
39200,light,162
39200,sound,42
39300,temp,21.77
39300,light,156
39300,sound,42
39400,temp,21.89
39400,light,153
39400,sound,42
39500,temp,21.87
39500,light,155
39500,sound,41
39600,temp,21.85
39600,light,147
39600,sound,42
39700,temp,21.76
39700,light,156
39700,sound,43
39800,temp,21.76
39800,light,154
39800,sound,42
39900,temp,21.91
39900,light,152
39900,sound,43
40000,temp,21.79
40000,light,153
40000,sound,42
40100,temp,21.87
40100,light,151
40100,sound,41
40200,temp,21.85
40200,light,153
40200,sound,42
40300,temp,21.7
40300,light,153
40300,sound,43
40400,temp,21.78
40400,light,146
40400,sound,42
40500,temp,21.88
40500,light,153
